"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-3180-5p",-12.1425058990058,48.2781417735022,-1.17635207469097,0.24069274420863,0.46271402589903,-4.59497484152968
"hsa-miR-142-5p",-3.32469650599246,4.03176251604846,-1.17634868223446,0.240694096516339,0.46271402589903,-4.59497484454312
"hsa-miR-485-5p",-3.69855321446565,6.64504704523789,-1.1758107621531,0.240908591440328,0.46271402589903,-4.59497532225803
"hsa-miR-599",-14.8252448557896,13.072761977696,-1.1740474993192,0.241612640207344,0.46271402589903,-4.59497688667789
"hsa-miR-3690",-3.53287746521437,7.97941872056828,-1.1720669011339,0.242405205229858,0.46271402589903,-4.59497864119239
"hsa-miR-515-3p",-3.3113512111289,3.46705994864758,-1.16864524489942,0.243778763879954,0.46271402589903,-4.59498166545825
"hsa-miR-1185-5p",-3.29326896674281,3.7989185300837,-1.16629601802858,0.244724997097459,0.46271402589903,-4.59498373685025
"hsa-miR-493-3p",-3.54732381424685,18.6200280743877,-1.16615250035029,0.244782887849851,0.46271402589903,-4.59498386326274
"hsa-miR-29b-3p",-12.5611050030942,63.1607761820132,-1.16109336710827,0.246829775819466,0.46271402589903,-4.59498830971889
"hsa-miR-147b",-27.6487631812516,33.0689651454273,-1.16091065710344,0.246903924098793,0.46271402589903,-4.59498846994904
"hsa-miR-1257",-4.20668352768407,5.34189655921145,-1.15505949255503,0.249286782234075,0.46271402589903,-4.59499358819221
"hsa-miR-635",-3.27888271760699,3.96668820793833,-1.15364226621867,0.249866367014968,0.46271402589903,-4.59499482409651
"hsa-miR-494",-7.30943652404645,15.0707132783216,-1.15232891256773,0.250404317742994,0.46271402589903,-4.59499596809489
"hsa-miR-559",-3.25538011089036,3.71516182902643,-1.15223100719724,0.25044445244411,0.46271402589903,-4.5949960533245
"hsa-miR-371a-3p",-3.68228297982937,14.021234795141,-1.15145349202605,0.250763342575314,0.46271402589903,-4.59499672992416
"hsa-miR-146b-3p",-3.26451951822198,9.01585775178855,-1.15092590131823,0.250979891092721,0.46271402589903,-4.59499718878363
"hsa-miR-892b",-3.24777292268826,3.29443232991189,-1.14983042219613,0.251429947756535,0.46271402589903,-4.5949981408945
"hsa-miR-1293",-11.3427278893709,11.2579432665683,-1.14963149831192,0.251511732596622,0.46271402589903,-4.59499831368969
"hsa-miR-195-5p",-59.8898520052794,44.3258771668282,-1.14908845913014,0.251735090843945,0.46271402589903,-4.5949987852519
"hsa-miR-187-3p",-3.25042698132851,4.84755869025551,-1.14845652759668,0.251995186809564,0.46271402589903,-4.59499933373209
"hsa-miR-1234",-8.04898110460597,9.91294950550661,-1.14746540312348,0.252403502394666,0.46271402589903,-4.59500019337752
"hsa-miR-1910",-3.23882319226798,3.17968323467841,-1.14623266791419,0.252912002299424,0.46271402589903,-4.59500126157075
"hsa-miR-887",-3.23437280072898,3.52210435581057,-1.14530076582335,0.253296885919852,0.46271402589903,-4.59500206834079
"hsa-miR-1225-3p",-3.25638821142338,3.83172955626872,-1.14323356611386,0.254152122493892,0.46271402589903,-4.59500385567704
"hsa-miR-523-3p",-3.22826681376355,4.9895067643304,-1.14164533282874,0.254810574979781,0.46271402589903,-4.59500522674775
"hsa-miR-1245b-5p",-3.21825203539751,3.25736428727753,-1.13995140073851,0.255514163436636,0.46271402589903,-4.59500668701241
"hsa-miR-219-1-3p",-23.721446185526,57.5442169733392,-1.13909380428519,0.255870890907334,0.46271402589903,-4.5950074255009
"hsa-miR-637",-3.2084420826439,3.24202279355066,-1.13716348278329,0.25667510517534,0.46271402589903,-4.59500908574121
"hsa-miR-548d-5p",-3.36763520648888,5.26251962850661,-1.13695956795563,0.256760163620607,0.46271402589903,-4.59500926096456
"hsa-miR-557",-3.20945869966519,3.26872616025551,-1.13620986168157,0.257073055929291,0.46271402589903,-4.59500990492079
"hsa-miR-605",-3.22140247135998,3.9649436986652,-1.13570630142244,0.25728336791381,0.46271402589903,-4.59501033721813
"hsa-miR-607",-3.20866382512121,3.26333138263877,-1.135205875471,0.25749248989243,0.46271402589903,-4.59501076663921
"hsa-miR-2277-3p",-3.21187861710854,3.43329682701322,-1.13484417811261,0.257643712752527,0.46271402589903,-4.59501107690059
"hsa-miR-548k",-3.20359516899339,3.63634775365198,-1.13376855706995,0.258093787967926,0.46271402589903,-4.59501199898951
"hsa-miR-576-3p",-3.19585214663419,3.2222006169207,-1.13293338810757,0.258443628408778,0.46271402589903,-4.59501271435869
"hsa-miR-548q",-4.87758126156426,21.4178323049383,-1.13228987864251,0.258713411010592,0.46271402589903,-4.59501326520925
"hsa-miR-566",-20.4369353963512,51.5870436451277,-1.12997012525708,0.259687566449697,0.46271402589903,-4.59501524840235
"hsa-miR-499a-5p",-14.6483655345534,21.5875187134273,-1.12845833714798,0.260323799925646,0.46271402589903,-4.59501653871363
"hsa-miR-519b-3p",-3.18256585409378,3.29211551560352,-1.12813366755377,0.260460578093383,0.46271402589903,-4.59501681559886
"hsa-miR-554",-3.18210087358088,3.29873656359031,-1.12653668213681,0.261134091398974,0.46271402589903,-4.59501817640871
"hsa-miR-593-3p",-3.28572428681056,17.2558572851322,-1.12603214283349,0.261347127801182,0.46271402589903,-4.59501860594077
"hsa-miR-371b-3p",-14.1774607441611,17.8243521154714,-1.12588087937955,0.261411020760574,0.46271402589903,-4.59501873467998
"hsa-miR-520a-5p",-17.5852558970026,16.8964729821894,-1.12525969865386,0.261673518502356,0.46271402589903,-4.59501926318515
"hsa-miR-548ag",-3.19465013182649,4.74179446309251,-1.12496265255666,0.261799108649136,0.46271402589903,-4.59501951581338
"hsa-miR-587",-3.56279229022517,9.58569480787665,-1.12438198320965,0.262044734892246,0.46271402589903,-4.59502000946581
"hsa-miR-628-5p",-3.17077267956448,3.40902777853745,-1.12374643719601,0.262313757923658,0.46271402589903,-4.59502054948562
"hsa-miR-524-3p",-7.90656250891886,6.77587914615419,-1.12262568835774,0.262788632360221,0.46271402589903,-4.59502150105214
"hsa-miR-1280",-11.0361460404884,8.83840953088546,-1.12244271989116,0.262866214946191,0.46271402589903,-4.59502165631248
"hsa-miR-101-3p",-29.7692394332417,45.9792314923612,-1.12227262127162,0.262938354715418,0.46271402589903,-4.59502180062976
"hsa-miR-345-5p",-29.9811763018755,29.4654893622775,-1.12166814889304,0.263194826119717,0.46271402589903,-4.595022313311
"hsa-miR-34a-5p",-23.5483397972266,20.140652363,-1.11890655234011,0.264368753679112,0.46271402589903,-4.5950246521141
"hsa-miR-320c",-10.996684358797,9.75830257462995,-1.11885348707635,0.264391346729894,0.46271402589903,-4.59502469699999
"hsa-miR-1267",-3.15606238655237,3.17974354938326,-1.11864042366054,0.264482074036919,0.46271402589903,-4.5950248772013
"hsa-miR-514b-3p",-3.15659497790582,3.19836970428194,-1.11835962578452,0.26460167723231,0.46271402589903,-4.59502511463869
"hsa-miR-1292",-3.1545593202453,3.28302119314978,-1.11818548278869,0.264675870643303,0.46271402589903,-4.59502526186143
"hsa-miR-608",-3.15648217865874,3.28641293882819,-1.1170312723182,0.265167985476413,0.46271402589903,-4.59502623707916
"hsa-miR-182-5p",88.095776494121,1024.51013437352,1.11700954294011,0.265177256202138,0.46271402589903,-4.59502625542934
"hsa-miR-4484",-3.1457020260836,3.19069953259471,-1.11459596534226,0.266208395810739,0.46271402589903,-4.59502829149151
"hsa-miR-513c-5p",-3.1397962795864,3.39847749972687,-1.11344988882112,0.266698999340771,0.46271402589903,-4.59502925679809
"hsa-miR-516a-3p",-3.16301098142991,4.69535257140088,-1.11180866919092,0.267402649671458,0.46271402589903,-4.59503063745755
"hsa-miR-512-5p",-3.13428554960769,3.21891175384581,-1.11072838133223,0.267866508816626,0.46271402589903,-4.59503154515155
"hsa-miR-1282",-3.13931805649067,3.50511085715859,-1.11057317213861,0.267933198984679,0.46271402589903,-4.59503167549257
"hsa-miR-1251",-3.13205031538943,3.23545249212775,-1.11002669062547,0.268168102153225,0.46271402589903,-4.5950321342731
"hsa-miR-342-5p",-32.514489128094,58.8515064147137,-1.10986750175373,0.268236555713149,0.46271402589903,-4.59503226787334
"hsa-miR-3192",-3.1270139847979,3.63582711992511,-1.1084931104968,0.268828066744478,0.46271402589903,-4.59503342055987
"hsa-miR-326",-23.3110324645794,23.2280894111366,-1.10839704737472,0.268869444110909,0.46271402589903,-4.59503350107468
"hsa-miR-129-5p",-3.52339344380007,8.51700550089868,-1.1070770847409,0.26943843874843,0.46271402589903,-4.59503460670324
"hsa-miR-620",-3.12529124537435,3.41014933676211,-1.10705030107054,0.269449992955538,0.46271402589903,-4.59503462912446
"hsa-miR-636",-3.36436058730683,14.3041603029207,-1.10680759810764,0.269554708185374,0.46271402589903,-4.59503483227249
"hsa-miR-502-3p",-3.12907312028772,4.44438999686784,-1.10653815768678,0.269670992325624,0.46271402589903,-4.59503505774932
"hsa-miR-891b",-3.12068503467925,3.20631636436123,-1.106313373328,0.269768030465576,0.46271402589903,-4.59503524581537
"hsa-miR-1205",-3.11994492157583,3.15660962004846,-1.10596828806325,0.269917048747902,0.46271402589903,-4.59503553445854
"hsa-miR-640",-3.12253049946122,3.16346594759471,-1.10592562469805,0.269935476029893,0.46271402589903,-4.59503557013777
"hsa-miR-1262",-3.12200208443372,3.26553651273128,-1.10583334803617,0.269975335399158,0.46271402589903,-4.59503564730384
"hsa-miR-10b-5p",-3.13611018748663,5.0307604584141,-1.10558713779418,0.270081707040292,0.46271402589903,-4.59503585316551
"hsa-miR-302e",-3.41283434529487,6.64075568298238,-1.10540368938107,0.270160982132299,0.46271402589903,-4.59503600652153
"hsa-miR-518d-3p",-3.12015570879914,3.20373320743172,-1.10509173491563,0.270295826495579,0.46271402589903,-4.59503626724662
"hsa-miR-2117",-17.5414932383989,17.0849308880485,-1.10462167732826,0.27049909969652,0.46271402589903,-4.59503665997504
"hsa-miR-1200",-3.11640719260372,3.22880378162555,-1.10457759734935,0.270518167191999,0.46271402589903,-4.59503669679504
"hsa-miR-429",-7.77344351186362,5.93996221202203,-1.10431894537702,0.270630069902699,0.46271402589903,-4.59503691281799
"hsa-miR-548e",-7.76023987646999,5.82579079756388,-1.10413158939403,0.270711147193738,0.46271402589903,-4.59503706926451
"hsa-miR-2113",-3.15135881950497,7.2908090035022,-1.10232868304628,0.271492201794256,0.46271402589903,-4.59503857340466
"hsa-miR-424-5p",-17.0298282432656,12.3748055606696,-1.10207848143982,0.271600716715792,0.46271402589903,-4.5950387819544
"hsa-miR-374c-5p",-10.8407214481448,10.0276519479648,-1.10182142302864,0.271712236639842,0.46271402589903,-4.59503899617119
"hsa-miR-647",-3.11004282627404,3.62513300570485,-1.10141879603165,0.271886972168823,0.46271402589903,-4.59503933159767
"hsa-miR-711",-3.11083364044086,3.26831178409692,-1.10081081928025,0.272150973896274,0.46271402589903,-4.59503983787263
"hsa-miR-9-5p",-23.1684958374323,19.054743739837,-1.1005686268373,0.272256190294916,0.46271402589903,-4.59504003947514
"hsa-miR-3131",-3.22496373890046,4.99076083037445,-1.09996359452768,0.272519158766823,0.46271402589903,-4.59504054291814
"hsa-miR-1245b-3p",-3.10382625363791,3.16477414534361,-1.099590345804,0.272681473113647,0.46271402589903,-4.59504085336058
"hsa-miR-4741",-17.0336259634535,10.5733395698458,-1.09888155248771,0.272989888685331,0.46271402589903,-4.5950414426019
"hsa-miR-658",-3.11344208073092,4.54247370770044,-1.0980797519786,0.273339063676809,0.46271402589903,-4.59504210871471
"hsa-miR-4425",-19.9750738535676,23.7772280387797,-1.09686335442668,0.273869377676694,0.46271402589903,-4.59504311835412
"hsa-miR-1469",-7.71359028038157,5.51941802374449,-1.09672905057638,0.273927973615195,0.46271402589903,-4.59504322976242
"hsa-miR-497-5p",-3.09195797651297,3.60866891201762,-1.09568195060559,0.274385112586587,0.46271402589903,-4.59504409789938
"hsa-miR-452-5p",-3.16134027557972,15.786518420326,-1.09557179958166,0.27443323238362,0.46271402589903,-4.59504418917698
"hsa-miR-507",-19.9424106399394,21.6997917799251,-1.09517878777433,0.274604968025002,0.46271402589903,-4.59504451477638
"hsa-miR-517a-3p",-3.08955332664809,3.39011052502203,-1.09471691625377,0.274806887935417,0.46271402589903,-4.595044897278
"hsa-miR-613",-3.08399906627023,3.3470441234141,-1.09293965014242,0.275584820738028,0.46271402589903,-4.59504636765818
"hsa-miR-548f",-3.08269677223986,3.7468545649163,-1.09253780354278,0.275760923754548,0.46271402589903,-4.59504669979249
"hsa-miR-1912",-3.08071400444211,3.13711009093392,-1.0919652409906,0.276011973856662,0.46271402589903,-4.59504717282045
"hsa-miR-514a-3p",-3.08200507004545,3.55257503606167,-1.09053327891329,0.276640529597465,0.46271402589903,-4.59504835478666
"hsa-miR-645",-3.07406086079798,3.31370212635683,-1.08930018106036,0.277182580941268,0.46271402589903,-4.59504937139005
"hsa-miR-1179",-3.07749178198624,3.25377240081498,-1.08896177255615,0.277331467550365,0.46271402589903,-4.59504965018739
"hsa-miR-1247-5p",-3.08868424978492,4.21631431188987,-1.088746022326,0.277426417901156,0.46271402589903,-4.59504982788863
"hsa-miR-96-5p",-50.6351512059155,59.1942351196608,-1.08857991785013,0.277499534645551,0.46271402589903,-4.59504996467599
"hsa-miR-372",-44.4645163366392,24.4669883100044,-1.08791779331113,0.277791123414583,0.46271402589903,-4.5950505097337
