"","Anln","Asrgl1","Atraid","Bhlhe41","Car2","Cd209c","Chdh","Cldn14","Fads1","Gdf10","Gm21168","Gm5067","Gm6089","Hey1","Il17rb","Il33","Nrf1","Nudt4","P4ha3","Plpp3","Plxnb3","Rrs1","Slc45a3","Teddm2","Tlcd1","Tmc3","Tmem40","Wnt10b","mmu-miR-135b-5p","mmu-miR-212-3p","mmu-miR-221-3p","Samples"
"female_WT_6m_2R",1110.87691173354,7595.42156395801,1827.36594379899,1700.86417107527,5614.97784476224,173.275537428293,208.355860956721,10.6304010692204,8789.21560403146,201.977620315188,3.18912032076613,15.9456016038307,14.8825614969086,1578.61455877924,54.2150454530243,2142.02581544792,633.571903725538,6751.3677190619,128.627852937567,9762.96034197205,1051.3466657459,668.652227253966,24.449922459207,99.9257700506722,864.251606927622,28.7020828868952,77.6019278053092,156.266895717541,216.880130836664,1243.67200026649,9602.59370959625,"WT"
"female_WT_6m_3R",1068.63917201006,7756.25205491171,1898.00050284898,1597.88931222756,5871.43211111029,192.638939925912,201.763942343455,22.3055614651056,9001.3079403276,236.236173698618,8.11111326003839,24.3333397801152,11.1527807325528,1646.55599178779,57.7916819777735,2290.37560680334,676.2640680557,6162.41829931416,91.2500241754318,10103.4054545353,989.555817724683,647.875171645566,35.4861205126679,104.430583222994,963.194699629558,20.277783150096,100.375026592975,155.125041098234,270.877848909604,1525.40128410059,8101.53219437592,"WT"
"female_WT_6m_4R",1106.70872702057,7410.09361628187,1911.22751515012,1765.58187247149,5601.90791636017,188.249470128835,223.917790784825,8.91708016399744,8517.79312998733,237.788804373265,10.8986535337747,11.8894402186633,13.8710135884405,1554.54430859022,61.4287744630935,2098.48619859406,676.707305778917,5673.24455767215,108.986535337747,9979.20349019802,1066.08647294014,594.472010933163,28.7328138617695,82.2352948457542,916.477683521959,27.7420271768809,76.2905747364226,143.664069308848,244.105781249811,867.514391826252,8419.77171633964,"WT"
"male_WT_6m_2R",1120.16121054349,7538.06542580983,1771.49560650973,1556.33758624839,5733.91938042776,143.159616594123,215.995211001659,7.53471666284857,9212.44690644285,158.22904991982,10.0462888837981,17.5810055466467,10.8834796241146,1717.91539912947,43.5339184964584,1928.05027494892,663.055066330674,6581.99360036838,98.7885073573479,10282.3766725673,1078.30167352766,629.567436718014,20.9297685079127,107.160414760513,971.978449507465,28.4644851707613,82.8818832913342,141.48523511349,234.831976468034,1067.31133304721,8990.54221907866,"WT"
"male_WT_6m_3R",1421.11419721193,7553.7467209089,1631.96480664523,1308.59750428563,6278.24236160159,221.251312140779,237.325125415964,9.45518427952047,9046.72031864518,201.395425153786,13.2372579913287,17.0193317031368,12.2917395633766,1549.7047034134,43.4938476857942,2089.59572577402,803.69066375924,6039.97171775767,142.773282620759,10126.5023633664,1235.79258533332,607.968349173166,35.9297002621778,100.224953362917,890.678359130828,15.1282948472327,52.0035135373626,143.718801048711,231.846733179001,920.946745683253,7678.31298979621,"WT"
"male_WT_6m_4R",1010.24470855677,7563.56947456843,1891.91281784267,1454.14011080141,5640.02273150833,167.353668892232,202.048941711353,14.2862888078735,8646.26607636513,231.641968527663,5.10224600281195,24.4907808134974,14.2862888078735,1535.7760468464,44.8997648247452,2305.19474407044,611.249071136872,5675.73845352801,77.5541392427416,10157.551342398,1013.30605615845,577.574247518313,33.6748236185589,106.126716858489,886.770355288717,30.6134760168717,80.6154868444288,120.413005666362,228.982926197555,908.298940583636,8794.21649335389,"WT"
"female_WT_10m_1R",1317.71416078988,7114.79732292826,1890.1197416383,1858.97572316812,6417.81566819914,182.568384135518,234.117104362017,6.44359002831239,8506.61276904374,181.494452464132,4.29572668554159,16.108975070781,13.9611117280102,1666.74195399014,63.3619686117385,2526.96122276984,616.436779375218,7254.40844020836,79.4709436825194,9085.46193992047,997.682522717035,693.759859714967,34.3658134843327,95.5799187533004,882.771833878797,33.2918818129473,56.9183785834261,137.463253937331,273.5668374304,1623.55970909781,8348.03647388542,"WT"
"female_WT_10m_2R",1386.32808291705,7111.78474174396,1886.48034527695,1814.87017795921,6742.54481651182,191.333415802111,230.495226054005,4.47563545735932,8389.57866482005,171.193056243994,5.59454432169915,23.4970861511364,15.6647241007576,1742.14110177712,35.8050836588746,2377.68133672214,587.427153778411,6952.89968300771,95.1072534688856,9180.64723190831,1094.29286932435,636.659143809364,25.7349038798161,106.296342112284,863.797643270349,33.5672659301949,66.01562299605,111.890886433983,299.467425993504,1607.07985129433,8182.34290028214,"WT"
"female_WT_10m_3R",1481.61439041352,7213.74426752788,1772.56910041502,1933.61414285127,6278.60938778137,178.22318029612,284.512908304046,16.1045042436253,8373.2685730689,164.265943284978,7.51543531369179,23.6199395573171,6.44180169745011,1613.67132521125,54.7553144283259,2364.14122296419,680.683712697228,7257.76324579379,81.596154834368,9137.69570783298,1161.6715727735,665.652842069844,24.6935731735587,112.731529705377,811.667013878713,27.9144740222838,62.2707497420177,100.921559926718,257.085484811619,1577.84693284856,8090.27307653627,"WT"
"female_WT_10m_4R",1353.73587637038,7228.79436030701,1911.41740447382,1931.37419872006,5912.75465084621,189.58954533934,170.741461884552,9.97839712312318,8474.98528990595,167.415329510178,7.76097554020692,28.8264805779114,8.86968633166505,1645.32681452387,51.000696407074,2350.46687789124,613.117067676346,6753.15743077148,74.2836230276948,9312.06193745684,1042.18814397064,672.987450415086,28.8264805779114,121.958187060394,935.751907990663,35.4787453266602,64.3052259045716,144.132402889557,213.777634280749,1445.7333964847,7522.98409752628,"WT"
"male_WT_10m_1R",1424.41598462684,6819.26049876547,1780.81115330699,1588.6372878422,6165.86935618521,194.503245652235,199.162006027138,11.6469009372596,8831.84498072392,146.75095180947,6.98814056235573,18.6350414996153,5.82345046862978,1759.84673161992,45.4229136553123,2229.21683939148,725.60192839127,6941.55295860669,78.034236279639,8912.20859719101,1043.56232397846,627.76796051829,25.623182061971,131.609980591033,846.729698138769,29.1172523431489,71.0460957172833,122.292459841225,288.68829423686,1780.68590053745,8473.486997203,"WT"
"male_WT_10m_2R",1654.45455998561,7236.84930011277,1870.77342493463,2011.85094555356,6551.12704837713,172.713085848627,217.173880225501,11.1151985942186,8894.7239212043,184.683299719324,12.8252291471753,24.7954430178722,12.8252291471753,1725.42082793331,39.3307027180042,2693.29812090681,625.871182382154,6805.0665854912,78.6614054360084,9456.46895785057,1188.47123430491,682.302190629725,25.6504582943506,121.412169259926,866.130475072571,28.2155041237856,63.2711304593981,117.992108154013,202.191091953094,1311.7962377118,8129.22329783991,"WT"
"male_WT_10m_3R",1182.95922646963,7302.15207386577,1657.41377746192,1619.28796532861,5775.00148785933,176.861406285074,178.979506959147,7.41335235925459,8116.56178304674,170.507104262856,5.29525168518185,19.0629060666547,19.0629060666547,1517.61913297312,39.1848624703457,2360.62320125407,582.477685370004,6606.35600243288,91.0783289851278,9421.31179827555,1008.21592085862,604.717742447767,30.7124597740547,120.731738422146,851.476470977242,29.6534094370184,44.4801141555276,139.794644488801,232.203257862058,1460.49338823519,7578.07267714307,"WT"
"male_WT_10m_4R",1561.57351780576,7257.68648059428,1821.32445004064,1436.81125901578,6191.07143208648,192.256595512431,209.641500425789,12.2716975858999,8138.18078238259,207.596217494806,6.13584879294993,29.656602499258,11.2490561204082,1523.73578358257,43.9735830161412,2560.6942295911,649.377330587201,6407.87142277071,99.1962221526905,9564.76562674345,1095.24900954156,597.222615847127,17.3849049133581,102.264146549166,848.792416358074,41.9283000851579,52.1547147400744,105.33207094564,199.105507616537,1177.75969759613,8001.34167048831,"WT"
