"","HD2.log2FoldChange","HD2.padj","WT2.log2FoldChange","WT2.padj","HD6.log2FoldChange","HD6.padj","WT6.log2FoldChange","WT6.padj","HD10.log2FoldChange","HD10.padj","WT10.log2FoldChange","WT10.padj"
"Tspan4",-0.2334116259911,0.00101876288081255,-0.00677312282835338,0.699357248258553,-0.223203367317932,0.000316458251754199,-0.1511948774711,0.0378280197545035,-0.17843476008918,0.00443569000456614,-1.89739480128981e-05,0.997636213866355
"Ttr",0.00422190787624048,0.502899397072097,-0.000190913618492867,0.928740064975786,-0.817886573405728,0.00614904563416267,-0.000190736130093411,0.985942647538436,0.000783797744716945,0.904268758456281,0.000118490073615993,0.997636213866355
"Tuba8",0.000204071757942606,0.999899773256004,0.00230347425175154,0.921366581611471,0.113616968295757,0.0354625105798638,0.01394413407151,0.688055092345432,0.0191506656919635,0.337650454612691,0.000200478110843194,0.997636213866355
"Tubgcp2",-0.000150185047166076,0.999899773256004,0.000632263889342302,0.963212902863871,-0.002240124483428,0.985925043305578,-0.0932816985870952,0.0202993375788925,-0.0106105598353623,0.626207797998724,1.2072237402382e-05,0.997636213866355
"Ubqln4",0.000287888648169953,0.931166751782022,0.00356699533723306,0.921366581611471,0.0207694682168419,0.151928528420743,0.0321238774606258,0.349335174123393,0.0410344908555847,0.0417522192890665,0.00014377966048666,0.997636213866355
"Usp2",-0.0826022113469574,0.0362589151427014,-0.00691626180134226,0.627054808589902,-0.142713417338544,0.00125818293842475,-0.259164729736691,8.06710085453311e-05,-0.0697134386629932,0.0380453964028072,1.06852176200722e-06,0.999594612593216
"Uty",3.19933576133233,8.80033872308628e-234,3.59828073450097,1.1796642642315e-107,3.77923501616449,0,3.24931135771531,5.90604397784181e-93,3.2745750020147,1.8987506833682e-257,3.35847633828176,1.52429476636928e-98
"Vmn1r90",-0.0037859002961943,0.783067044997844,-0.000684126674800412,0.921366581611471,-0.0339965156059151,0.167619656579234,-0.0874347041707781,0.0856069542335766,-0.222216950181943,0.00663515135044484,-0.000121868866112638,0.997636213866355
"Vstm4",0.0221848756171793,0.285273733221246,0.000625937605526545,0.921366581611471,0.117183011618851,0.0391814991697644,0.0473221254567278,0.173577307546365,0.0335543549194305,0.199047047232904,0.000197429583716408,0.997636213866355
"Wnt7a",0.00419203549505729,0.564708191020698,0.00185466763320434,0.921366581611471,0.00315495456549593,0.84366648888834,0.0857082016106529,0.0802131393054271,0.100617961457935,0.0317058322353497,5.17811763712723e-05,0.997636213866355
"Wwtr1",0.000215091155711853,0.999899773256004,0.00238900012607499,0.921366581611471,0.0429308108522488,0.110527399791153,0.0548237310849416,0.161800452127876,0.0644850659498589,0.0468023982595823,-3.77293013434249e-05,0.997636213866355
"Xdh",-0.131075213436763,0.0442024445853138,-0.00285866996303507,0.90663791780776,-0.0097505781774595,0.510032650856536,-0.018951950255602,0.479816090062761,-0.126149916697852,0.0328685716817115,4.80810592804756e-05,0.997636213866355
"Zfp40",-0.000927278738008239,0.959860125613382,-0.000867640237609799,0.921366581611471,-0.00332705710236493,0.833391294300663,-0.0271732529784961,0.3925197297513,-0.160857257930958,0.0060915262273453,-4.24646639172941e-05,0.997636213866355
"Zfp46",-0.00106184246176857,0.977077776932447,-8.90918254829193e-05,0.986275389186137,-0.00951576838005838,0.511335761225287,-0.211437153041983,0.0192541838006696,-0.0927098592088079,0.0539602753094518,-2.26355046850239e-06,0.999483774084771
"Zfp54",0.294144144814336,0.0034611642055798,-0.000153196046366189,0.972155309034685,0.00776069796872336,0.577895825221185,0.00380975478160666,0.932409184674095,0.00790606185407539,0.653481218781656,0.000343603150104414,0.993129867131983
"Zfp677",0.151647641328035,0.0362589151427014,0.00371903840962814,0.840922244257827,0.118261639462721,0.0391814991697644,0.116436056147507,0.0622989945227074,0.0211992221045474,0.30107260844576,0.000483304497861762,0.946994023566105
"Zfp945",-0.00399982643953384,0.63051622263824,-0.000708798632758387,0.928331264030924,-0.0013276264521767,0.997778888080173,-0.0326620648792422,0.297862363927113,-0.0924676797995935,0.048204761683554,-3.76888250870146e-05,0.997636213866355
"Zwilch",-0.000449807424157188,0.999899773256004,-0.00080838065623611,0.921366581611471,-0.0546576124286833,0.110527399791153,-0.0227251268868205,0.44806701771377,-0.0987180009302607,0.0453926913878347,-0.000234083984694309,0.995103909132246
